state,county,fips,item_name,quantity,ui,acquisition_cost,total_cost,ship_date,federal_supply_category_name,federal_supply_class,federal_supply_class_name
AL,BALDWIN,1003,FIBERSCOPE,1,Each,17140,17140,2010-07-31,INSTRUMENTS AND LABORATORY EQPT,6650,"Optical Instruments, Test Equipment, Components and Accessories"
AL,BALDWIN,1003,,5,Each,60,300,2009-12-11,TRAINING AIDS AND DEVICES,6910,Training Aids
AL,BALDWIN,1003,,1,Set,5000,5000,2009-11-04,TRAINING AIDS AND DEVICES,6920,Armament Training Devices
AL,BALDWIN,1003,,1,Set,6425,6425,2010-03-15,TRAINING AIDS AND DEVICES,6920,Armament Training Devices
AL,BALDWIN,1003,"TARGET,ELECTRONIC,A",1,Unknown,0,0,2009-12-02,TRAINING AIDS AND DEVICES,6920,Armament Training Devices
AL,BALDWIN,1003,,3,Each,67.35,202.05,2009-12-11,TRAINING AIDS AND DEVICES,6920,Armament Training Devices
AL,BALDWIN,1003,LAPTOP COMPUTER,3,EA,1000,3000,2009-06-10,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,LAPTOP COMPUTER,5,EA,1000,5000,2009-06-10,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"COMPUTER SYSTEM,DIGITAL",4,Each,4000,16000,2009-12-30,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"COMPUTER SYSTEM,DIGITAL",2,Each,2559.38,5118.76,2009-12-04,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"COMPUTER SYSTEM,DIGITAL",6,Each,2559.38,15356.28,2009-12-15,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"COMPUTER SYSTEM,DIGITAL",6,Each,2559.38,15356.28,2010-01-01,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"COMPUTER SYSTEM,DIGITAL",2,Each,2637.7,5275.4,2009-12-04,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"COMPUTER SYSTEM,DIGITAL",2,Each,2637.7,5275.4,2009-12-04,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT,7010,ADPE System Configuration
AL,BALDWIN,1003,"SHIRT,COLD WEATHER",5,Each,60.25,301.25,2014-01-31,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8415,"Clothing, Special Purpose"
AL,BALDWIN,1003,"UNDERSHIRT,COLD WEATHER",12,Each,14.3,171.6,2014-01-10,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8415,"Clothing, Special Purpose"
AL,BALDWIN,1003,"BOOTS,HOT WEATHER",1,Pair,226.47,226.47,2014-01-27,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8430,"Footwear, Men's"
AL,BALDWIN,1003,"BOOTS,COMBAT",8,Pair,69.69,557.52,2014-01-05,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8430,"Footwear, Men's"
AL,BALDWIN,1003,SLEEPING BAG,8,Each,47.3,378.4,2014-01-10,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8465,Individual Equipment
AL,BALDWIN,1003,"SPECTACLES,BALLISTI",12,EA,21.69,260.28,2009-06-10,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8465,Individual Equipment
AL,BALDWIN,1003,"SPECTACLES,BALLISTI",41,EA,20.3,832.3,2009-06-10,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8465,Individual Equipment
AL,BALDWIN,1003,MODULAR SLEEP SYSTEM,8,Each,263.05,2104.4,2014-01-10,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8465,Individual Equipment
AL,BALDWIN,1003,"HELMET,ADVANCED COM",3,EA,206.35,619.05,2009-07-23,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8470,"Armor, Personal"
AL,BALDWIN,1003,"HELMET,ADVANCED COM",11,EA,206.35,2269.85,2009-09-22,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8470,"Armor, Personal"
AL,BALDWIN,1003,"HELMET,ADVANCED COM",7,EA,206.35,1444.45,2009-09-22,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8470,"Armor, Personal"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BARBOUR,1005,BINOCULAR,2,Each,342,684,2011-09-10,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BARBOUR,1005,"SIGHT,REFLEX",10,Each,328,3280,2011-09-30,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BARBOUR,1005,BINOCULAR,2,Each,342,684,2011-09-10,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BARBOUR,1005,BINOCULAR,8,Each,355,2840,2011-09-17,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BARBOUR,1005,BINOCULAR,3,Each,355,1065,2011-09-17,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BARBOUR,1005,"TRUCK,UTILITY",1,Each,25000,25000,2012-05-17,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BARBOUR,1005,"TRUCK,UTILITY",1,Each,25000,25000,2012-06-01,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BARBOUR,1005,"TRUCK,UTILITY",1,Each,44722,44722,2012-05-17,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BARBOUR,1005,NIGHT VISION GOGGLE,1,Each,4300,4300,2012-02-15,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BARBOUR,1005,"GOGGLES,NIGHTVISIO",4,Each,2748,10992,2011-09-24,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BARBOUR,1005,"GOGGLES,NIGHTVISIO",5,Each,2748,13740,2011-10-01,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-06,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-06,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-06,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-06,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,7.62 MILLIMETER",1,Each,138,138,2007-09-05,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,"RIFLE,7.62 MILLIMETER",1,Each,138,138,2007-09-05,WEAPONS,1005,"Guns, through 30 mm"
AL,BIBB,1007,NIGHT VISION GOGGLE,1,Each,3578,3578,2007-05-25,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,NIGHT VISION GOGGLE,1,Each,3578,3578,2007-05-25,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,NIGHT VISION GOGGLE,1,Each,3578,3578,2007-05-25,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,NIGHT VISION GOGGLE,1,Each,3578,3578,2007-05-25,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,NIGHT VISION GOGGLE,1,Each,3578,3578,2007-05-25,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,NIGHT VISION GOGGLE,1,Each,3578,3578,2007-05-25,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,6655.86,6655.86,2007-10-11,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BIBB,1007,"IMAGE INTENSIFIER,NIGHT VISION",13,Each,6655.86,86526.18,2007-10-11,COMM/DETECT/COHERENT RADIATION,5855,"Night Vision Equipment, Emitted and Reflected Radiation"
AL,BLOUNT,1009,"ROD SECTION,CLEANIN",2,BX,18.6,37.2,2012-06-27,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"GRIP,RIFLE",2,Each,2.36,4.72,2012-07-21,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-06,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"RIFLE,5.56 MILLIMETER",1,Each,499,499,2006-11-06,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"CASE,BIPOD",14,Each,15.18,212.52,2012-07-04,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"CASE,BIPOD",14,EA,15.18,212.52,2012-08-01,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"STOCK,GUN,SHOULDER",4,Each,13.32,53.28,2012-07-21,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"RIFLE,7.62 MILLIMETER",1,Each,138,138,2006-05-04,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"RIFLE,7.62 MILLIMETER",1,Each,138,138,2006-05-04,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"RIFLE,7.62 MILLIMETER",1,Each,138,138,2006-11-07,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"MAGAZINE,CARTRIDGE",26,Each,9.31,242.06,2012-07-28,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"BIPOD,RIFLE",30,Each,38.32,1149.6,2012-06-16,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,"ADAPTER RAIL,WEAPON MOUNTED",1,Each,12.03,12.03,2013-01-03,WEAPONS,1005,"Guns, through 30 mm"
AL,BLOUNT,1009,CAMOUFLAGE SCREENING SYSTEM,5,Each,1066,5330,2012-05-25,WEAPONS,1080,Camouflage and Deception Equipment
AL,BLOUNT,1009,BAYONET-KNIFE,60,EA,25.69,1541.4,2012-05-03,WEAPONS,1095,Miscellaneous Weapons
AL,BLOUNT,1009,BAYONET-KNIFE,2,EA,25.69,51.38,2012-05-15,WEAPONS,1095,Miscellaneous Weapons
AL,BLOUNT,1009,BAYONET-KNIFE,3,EA,25.69,77.07,2012-05-15,WEAPONS,1095,Miscellaneous Weapons
AL,BLOUNT,1009,BAYONET-KNIFE,5,EA,25.69,128.45,2012-05-15,WEAPONS,1095,Miscellaneous Weapons
AL,BLOUNT,1009,BAYONET-KNIFE,6,EA,25.69,154.14,2012-05-15,WEAPONS,1095,Miscellaneous Weapons
AL,BLOUNT,1009,BINOCULAR,7,Each,278.05,1946.35,2012-03-14,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,BINOCULAR,1,Each,278.05,278.05,2012-06-03,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",10,Each,328,3280,2012-03-29,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",10,Each,328,3280,2012-03-29,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",10,Each,328,3280,2012-03-29,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",10,Each,328,3280,2012-03-29,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",7,Each,328,2296,2012-04-10,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",3,Each,328,984,2012-04-18,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",7,Each,328,2296,2012-04-18,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",20,Each,328,6560,2012-04-18,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",13,Each,328,4264,2012-04-18,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",9,Each,328,2952,2012-04-18,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",3,Each,328,984,2012-04-18,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",7,Each,328,2296,2012-04-26,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",28,Each,328,9184,2012-05-01,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,REFLEX",5,Each,328,1640,2012-05-03,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"TELESCOPE,STRAIGHT",4,Each,826,3304,2012-03-30,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"TELESCOPE,STRAIGHT",3,Each,826,2478,2012-04-16,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"SIGHT,HOLOGRAPHIC",20,Each,529.98,10599.6,2013-09-05,FIRE CONTROL EQPT.,1240,Optical Sighting and Ranging Equipment
AL,BLOUNT,1009,"STRAP ASSEMBLY,ANCHORING DEVICE",10,Each,42.28,422.8,2012-06-10,AIRCRAFT COMPONENTS/ACCESSORIES,1670,"Parachutes; Aerial Pick Up, Delivery, Recovery Systems; Cargo Tie Down Equipment"
AL,BLOUNT,1009,"TIE DOWN,CARGO,AIRC",50,EA,7.11,355.5,2012-05-31,AIRCRAFT COMPONENTS/ACCESSORIES,1670,"Parachutes; Aerial Pick Up, Delivery, Recovery Systems; Cargo Tie Down Equipment"
AL,BLOUNT,1009,"ADAPTER KIT,WHEEL LOAD HANDLING",1,Kit,491,491,2012-02-27,AIRCRAFT LAUNCH/LAND/GROUND HANDLE,1730,Aircraft Ground Servicing Equipment
AL,BLOUNT,1009,SMALL CRAFT BOAT,1,Each,84000,84000,2012-12-18,"SHIPS, SMALL CRAFT, PONTOON, DOCKS",1940,Small Craft
AL,BLOUNT,1009,"TRUCK,WRECKER",1,EA,125736,125736,2012-06-01,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-02-16,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-02-16,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-02-27,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-03-01,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-03-01,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-03-01,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-03-01,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,25000,25000,2012-03-28,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,47989,47989,2012-04-18,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,UTILITY",1,Each,47989,47989,2012-05-14,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"TRUCK,WRECKER",1,EA,168960,168960,2012-04-26,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,TRUCK TRACTOR,1,EA,98101,98101,2012-03-27,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,TRUCK TRACTOR,1,EA,98101,98101,2012-03-27,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,TRUCK TRACTOR,1,EA,70832,70832,2012-04-26,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,TRUCK TRACTOR,1,EA,70832,70832,2012-04-26,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,TRUCK TRACTOR,1,EA,70832,70832,2012-05-09,"MOTOR VEHICLES, CYCLES, TRAILERS",2320,"Trucks and Truck Tractors, Wheeled"
AL,BLOUNT,1009,"SEMITRAILER,VAN",1,EA,52730,52730,2012-06-08,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"SEMITRAILER,VAN",1,EA,27591,27591,2012-05-21,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,,1,Each,1200,1200,2012-07-04,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,CPCVX   TRAILER  VAN,1,EA,1200,1200,2012-07-11,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"SEMITRAILER,VAN",1,EA,27591,27591,2012-05-21,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"TRAILER,LOW BED",1,EA,22947,22947,2012-05-02,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"SEMITRAILER,STAKE",1,EA,24483,24483,2012-03-27,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"SEMITRAILER,STAKE",1,Each,20000,20000,2012-07-16,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"SEMITRAILER,STAKE",1,EA,20000,20000,2012-07-30,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"CHASSIS,TRAILER",1,Each,7058,7058,2012-08-11,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,"TRAILER,CARGO",1,EA,8954,8954,2012-03-26,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,40FT TRAILER FLAT BED W SIDES,1,EA,16459,16459,2012-05-08,"MOTOR VEHICLES, CYCLES, TRAILERS",2330,Trailers
AL,BLOUNT,1009,SCOOTER MOTOR,1,EA,841.12,841.12,2012-05-03,"MOTOR VEHICLES, CYCLES, TRAILERS",2340,"Motorcycles, Motor Scooters, and Bicycles"
AL,BLOUNT,1009,MINE RESISTANT VEHICLE,1,Each,412000,412000,2013-10-07,"MOTOR VEHICLES, CYCLES, TRAILERS",2355,"Combat, Assault, and Tactical Vehicles, Wheeled"
AL,BLOUNT,1009,"TRACTOR,FULL TRACKE",1,EA,72325,72325,2012-03-07,TRACTORS,2410,"Tractors, Full Tracked, Low Speed"
AL,BLOUNT,1009,"CHECK,DOOR",10,Each,154.93,1549.3,2012-08-11,VEHICULAR EQUIPMENT COMPONENTS,2510,"Vehicular Cab, Body, and Frame Structural Components"
AL,BLOUNT,1009,"DOOR,VEHICULAR",3,Assembly,818.1,2454.3,2012-03-10,VEHICULAR EQUIPMENT COMPONENTS,2510,"Vehicular Cab, Body, and Frame Structural Components"
AL,BLOUNT,1009,"DOOR,VEHICULAR",1,Each,1964,1964,2012-03-22,VEHICULAR EQUIPMENT COMPONENTS,2510,"Vehicular Cab, Body, and Frame Structural Components"
AL,BLOUNT,1009,UNIV  PARTS KITS,10,EA,18.67,186.7,2012-06-27,VEHICULAR EQUIPMENT COMPONENTS,2520,Vehicular Power Transmission Components
AL,BLOUNT,1009,"CHAMBER,AIR BRAKE",8,EA,424.64,3397.12,2012-06-08,VEHICULAR EQUIPMENT COMPONENTS,2530,"Vehicular Brake, Steering, Axle, Wheel, and Track Components"
AL,BLOUNT,1009,"ADJUSTER,SLACK,BRAK",4,EA,398.1,1592.4,2012-07-10,VEHICULAR EQUIPMENT COMPONENTS,2530,"Vehicular Brake, Steering, Axle, Wheel, and Track Components"
AL,BLOUNT,1009,"TANK,PRESSURE",1,EA,58.95,58.95,2012-06-20,VEHICULAR EQUIPMENT COMPONENTS,2530,"Vehicular Brake, Steering, Axle, Wheel, and Track Components"
AL,BLOUNT,1009,"DIAPHRAGM,CHAMBER,B",10,EA,4.33,43.3,2012-07-09,VEHICULAR EQUIPMENT COMPONENTS,2530,"Vehicular Brake, Steering, Axle, Wheel, and Track Components"
AL,BLOUNT,1009,"LADDER,VEHICLE BOARDING",1,Each,743.75,743.75,2013-06-21,VEHICULAR EQUIPMENT COMPONENTS,2540,Vehicular Furniture and Accessories
AL,BLOUNT,1009,"LADDER,VEHICLE BOARDING",1,Each,228.95,228.95,2013-06-20,VEHICULAR EQUIPMENT COMPONENTS,2540,Vehicular Furniture and Accessories
AL,BLOUNT,1009,TARPAULIN,6,EA,2098.88,12593.28,2012-05-03,VEHICULAR EQUIPMENT COMPONENTS,2540,Vehicular Furniture and Accessories
AL,BLOUNT,1009,"BRACKET,TOW HOOK",6,Each,12.42,74.52,2012-04-16,VEHICULAR EQUIPMENT COMPONENTS,2540,Vehicular Furniture and Accessories
AL,BLOUNT,1009,"BLADE,WINDSHIELD WI",1,EA,7.03,7.03,2012-06-23,VEHICULAR EQUIPMENT COMPONENTS,2540,Vehicular Furniture and Accessories
AL,BLOUNT,1009,"COVER,FITTED,VEHICU",4,EA,61.36,245.44,2012-05-30,VEHICULAR EQUIPMENT COMPONENTS,2540,Vehicular Furniture and Accessories
AL,BLOUNT,1009,"BAR,GUIDE,WIRE ROPE",4,EA,9.73,38.92,2012-06-20,VEHICULAR EQUIPMENT COMPONENTS,2590,Miscellaneous Vehicular Components
AL,BLOUNT,1009,"WINCH,DRUM,VEHICLE",1,EA,6218,6218,2012-06-01,VEHICULAR EQUIPMENT COMPONENTS,2590,Miscellaneous Vehicular Components
AL,BLOUNT,1009,"PARTS KIT,WINCH",4,EA,3.66,14.64,2012-06-22,VEHICULAR EQUIPMENT COMPONENTS,2590,Miscellaneous Vehicular Components
AL,BLOUNT,1009,"KIT,WINDOW,DOOR,MAK,HMMWV",1,Each,3715.6,3715.6,2012-02-27,VEHICULAR EQUIPMENT COMPONENTS,2590,Miscellaneous Vehicular Components
AL,BLOUNT,1009,"KIT,REAR DOOR,RH,MAK,HMMWV",1,Each,436.18,436.18,2012-02-27,VEHICULAR EQUIPMENT COMPONENTS,2590,Miscellaneous Vehicular Components
AL,BLOUNT,1009,"TIRE,PNEUMATIC,VEHI",3,EA,336.16,1008.48,2012-02-16,TIRES AND TUBES,2610,"Tires and Tubes, Pneumatic, Except Aircraft"
AL,BLOUNT,1009,"TIRE,PNEUMATIC,VEHICULAR",1,Each,355.26,355.26,2013-07-23,TIRES AND TUBES,2610,"Tires and Tubes, Pneumatic, Except Aircraft"
AL,BLOUNT,1009,"PARTS KIT,ETHER,STARTING AID",3,Each,116.71,350.13,2012-07-15,ENGINE ACCESSORIES,2910,"Engine Fuel System Components, Nonaircraft"
AL,BLOUNT,1009,"PARTS KIT,ETHER,STA",3,EA,116.71,350.13,2012-07-20,ENGINE ACCESSORIES,2910,"Engine Fuel System Components, Nonaircraft"
AL,BLOUNT,1009,"GENERATOR,ENGINE ACCESSORY",2,Each,835,1670,2012-04-12,ENGINE ACCESSORIES,2920,"Engine Electrical System Components, Nonaircraft"
AL,BLOUNT,1009,GLOW PLUG,1,EA,37.83,37.83,2012-04-20,ENGINE ACCESSORIES,2920,"Engine Electrical System Components, Nonaircraft"
AL,BLOUNT,1009,GLOW PLUG,3,EA,24.87,74.61,2012-04-18,ENGINE ACCESSORIES,2920,"Engine Electrical System Components, Nonaircraft"
AL,BLOUNT,1009,CPCVX CHAIN 1 1 2IN PITCH,1,EA,1394,1394,2012-03-07,MECHANICAL POWER TRANSMISSION EQPT,3020,"Gears, Pulleys, Sprockets, and Transmission Chain"
